date,entity,count
2020-01-03,japan,0
2020-01-03,coronavirus,0
2020-01-03,english,0
2020-01-03,uk,0
2020-01-03,malaysia,0
2020-01-04,joko_widodo,0
2020-01-04,donald_trump,0
2020-01-04,dfa,0
2020-01-04,italian,0
2020-01-04,un,0
2020-01-04,state_council_information_office,0
2020-01-04,fda,0
2020-01-04,the_chinese_consulate,0
2020-01-04,chinese_new_year,0
2020-01-04,state,0
2020-01-04,uygur,0
2020-01-04,locsin,0
2020-01-04,sinovac_biotech_ltd,0
2020-01-04,rcep,0
2020-01-04,washington,0
2020-01-04,pakistan,0
2020-01-04,european,0
2020-01-04,pfizer,0
2020-01-04,western,0
2020-01-04,singapore,0
2020-01-04,rodrigo_duterte,0
2020-01-04,russia,0
2020-01-04,astrazeneca,0
2020-01-04,serbia,0
2020-01-04,brazilian,0
2020-01-04,the_national_health_commission,0
2020-01-04,the_chinese_new_year,0
2020-01-04,eu,0
2020-01-04,zhou_youbin,0
2020-01-04,brics,0
2020-01-04,australia,0
2020-01-04,aiib,0
2020-01-04,taiwan,0
2020-01-04,nhc,0
2020-01-04,the_communist_party_of_china,0
2020-01-04,li_keqiang,0
2020-01-04,the_state_council,0
2020-01-04,the_united_arab_emirates,0
2020-01-04,america,0
2020-01-04,romana,0
2020-01-04,fdi,0
2020-01-04,colombia,0
2020-01-04,francisco_duque_iii,0
2020-01-04,serbian,0
2020-01-04,china_international_import_expo,0
2020-01-04,cdc,0
2020-01-04,bri,0
2020-01-04,argentina,0
2020-01-04,pilipinas,0
2020-01-04,npc,0
2020-01-04,morocco,0
2020-01-04,medical_center,0
2020-01-04,cold_war,0
2020-01-04,bbc,0
2020-01-04,indonesian,0
2020-01-04,cebu,0
2020-01-04,france,0
2020-01-04,americans,0
2020-01-04,laoag,0
2020-01-04,zhong_nanshan,0
2020-01-04,europe,0
2020-01-04,embassy,0
2020-01-04,chinese_state_councilor,0
2020-01-04,sinovac_biotech,0
2020-01-04,coronavac,0
2020-01-04,pompeo,0
2020-01-04,trump,0
2020-01-04,turkey,0
2020-01-04,asean,0
2020-01-04,filipino,0
2020-01-04,brazil,0
2020-01-04,sinopharm,0
2020-01-04,indonesia,0
2020-01-04,the_south_china_sea,0
2020-01-04,huang,0
2020-01-04,beijing,0
2020-01-04,wuhan,0
2020-01-04,chinese_embassy,0
2020-01-04,wang_yi,0
2020-01-04,hong_kong,0
2020-01-04,xinjiang,0
2020-01-04,huang_xilian,2
2020-01-04,sinovac,0
2020-01-04,xi_jinping,0
2020-01-04,us,0
2020-01-04,philippines,1
2020-01-04,chinese,1
2020-01-04,manila,0
2020-01-04,duterte,0
2020-01-04,china,2
2020-01-04,covax,0
2020-01-04,houston,0
2020-01-04,ilocos_norte,0
2020-01-04,foreign_ministry,0
2020-01-04,italy,0
2020-01-04,chile,0
2020-01-04,peru,0
2020-01-04,hungary,0
2020-01-04,huawei,0
2020-01-04,cpc,0
2020-01-04,turkish,0
2020-01-04,asian,0
2020-01-04,tiktok,0
2020-01-04,simone,0
2020-01-04,hubei,0
2020-01-04,teodoro_locsin,0
2020-01-04,filipinos,0
2020-01-04,thailand,0
2020-01-04,uae,0
2020-01-04,doh,0
2020-01-04,american,0
2020-01-04,egypt,0
2020-01-04,shanghai,0
2020-01-04,malaysia,0
2020-01-04,japan,0
2020-01-04,coronavirus,0
2020-01-04,english,0
2020-01-04,uk,0
2020-01-04,mexico,0
2020-01-05,donald_trump,0
2020-01-05,dfa,0
2020-01-05,italian,0
2020-01-05,joko_widodo,0
2020-01-05,un,0
2020-01-05,the_chinese_consulate,0
2020-01-05,fda,0
2020-01-05,chinese_new_year,0
2020-01-05,state,0
2020-01-05,uygur,0
2020-01-05,locsin,0
2020-01-05,sinovac_biotech_ltd,0
2020-01-05,rcep,0
2020-01-05,washington,0
2020-01-05,pakistan,0
2020-01-05,european,0
2020-01-05,pfizer,0
2020-01-05,western,0
2020-01-05,singapore,0
2020-01-05,rodrigo_duterte,0
2020-01-05,russia,0
2020-01-05,astrazeneca,0
2020-01-05,serbia,0
2020-01-05,brazilian,0
2020-01-05,the_national_health_commission,0
2020-01-05,the_chinese_new_year,0
2020-01-05,eu,0
2020-01-05,zhong_nanshan,0
2020-01-05,aiib,0
2020-01-05,serbian,0
2020-01-05,state_council_information_office,0
2020-01-05,taiwan,0
2020-01-05,nhc,0
2020-01-05,the_communist_party_of_china,0
2020-01-05,li_keqiang,0
2020-01-05,the_state_council,0
2020-01-05,the_united_arab_emirates,0
2020-01-05,america,0
2020-01-05,romana,0
2020-01-05,fdi,0
2020-01-05,colombia,0
2020-01-05,francisco_duque_iii,0
2020-01-05,china_international_import_expo,0
2020-01-05,americans,0
2020-01-05,cdc,0
2020-01-05,bri,0
2020-01-05,argentina,0
2020-01-05,pilipinas,0
2020-01-05,npc,0
2020-01-05,morocco,0
2020-01-05,medical_center,0
2020-01-05,cold_war,0
2020-01-05,bbc,0
2020-01-05,indonesian,0
2020-01-05,cebu,0
2020-01-05,france,0
2020-01-05,australia,0
2020-01-05,zhou_youbin,0
2020-01-05,brics,0
2020-01-05,laoag,0
2020-01-05,europe,0
2020-01-05,chinese_state_councilor,0
2020-01-05,sinovac_biotech,0
2020-01-05,coronavac,0
2020-01-05,pompeo,0
2020-01-05,trump,0
2020-01-05,turkey,0
2020-01-05,asean,0
2020-01-05,filipino,0
2020-01-05,brazil,0
2020-01-05,sinopharm,0
2020-01-05,indonesia,0
2020-01-05,manila,0
2020-01-05,embassy,0
2020-01-05,beijing,0
2020-01-05,chinese_embassy,0
2020-01-05,wang_yi,0
2020-01-05,hong_kong,0
2020-01-05,xinjiang,0
2020-01-05,huang_xilian,0
2020-01-05,sinovac,0
2020-01-05,xi_jinping,0
2020-01-05,us,0
2020-01-05,philippines,0
2020-01-05,chinese,0
2020-01-05,china,0
2020-01-05,covax,0
2020-01-05,wuhan,0
2020-01-05,the_south_china_sea,0
2020-01-05,huang,0
2020-01-05,huawei,0
2020-01-05,duterte,0
2020-01-05,ilocos_norte,0
2020-01-05,foreign_ministry,0
2020-01-05,italy,0
2020-01-05,chile,0
2020-01-05,peru,0
2020-01-05,hungary,0
2020-01-05,hubei,0
2020-01-05,cpc,0
2020-01-05,turkish,0
2020-01-05,asian,0
2020-01-05,tiktok,0
2020-01-05,simone,0
2020-01-05,filipinos,0
2020-01-05,houston,0
2020-01-05,shanghai,0
2020-01-05,teodoro_locsin,0
2020-01-05,thailand,0
2020-01-05,uae,0
2020-01-05,doh,0
2020-01-05,egypt,0
2020-01-05,american,0
2020-01-05,malaysia,0
2020-01-05,japan,0
2020-01-05,coronavirus,0
2020-01-05,english,0
2020-01-05,uk,0
2020-01-05,mexico,0
2020-01-06,un,0
2020-01-06,dfa,0
2020-01-06,italian,0
2020-01-06,joko_widodo,0
2020-01-06,locsin,0
2020-01-06,the_chinese_new_year,0
2020-01-06,the_chinese_consulate,0
2020-01-06,chinese_new_year,0
2020-01-06,state,0
2020-01-06,uygur,0
2020-01-06,donald_trump,0
2020-01-06,fda,0
2020-01-06,sinovac_biotech_ltd,0
2020-01-06,singapore,0
2020-01-06,washington,0
2020-01-06,pakistan,0
2020-01-06,european,0
2020-01-06,pfizer,0
2020-01-06,western,0
2020-01-06,rodrigo_duterte,0
2020-01-06,russia,0
2020-01-06,astrazeneca,0
2020-01-06,serbia,0
2020-01-06,brazilian,0
2020-01-06,the_national_health_commission,0
2020-01-06,rcep,0
2020-01-06,eu,0
2020-01-06,zhou_youbin,0
2020-01-06,state_council_information_office,0
2020-01-06,australia,0
2020-01-06,aiib,0
2020-01-06,taiwan,0
2020-01-06,nhc,0
2020-01-06,the_communist_party_of_china,0
2020-01-06,li_keqiang,0
2020-01-06,the_state_council,0
2020-01-06,the_united_arab_emirates,0
2020-01-06,america,0
2020-01-06,romana,0
2020-01-06,fdi,0
2020-01-06,colombia,0
2020-01-06,francisco_duque_iii,0
2020-01-06,china_international_import_expo,0
2020-01-06,americans,0
2020-01-06,cdc,0
2020-01-06,brics,0
2020-01-06,bri,0
2020-01-06,argentina,0
2020-01-06,pilipinas,0
2020-01-06,npc,0
2020-01-06,morocco,0
2020-01-06,medical_center,0
2020-01-06,cold_war,0
2020-01-06,bbc,0
2020-01-06,indonesian,0
2020-01-06,cebu,0
2020-01-06,france,0
2020-01-06,serbian,0
2020-01-06,laoag,0
2020-01-06,zhong_nanshan,0
2020-01-06,europe,0
2020-01-06,embassy,0
2020-01-06,chinese_state_councilor,0
2020-01-06,sinovac_biotech,0
2020-01-06,coronavac,0
2020-01-06,pompeo,0
2020-01-06,trump,0
2020-01-06,turkey,0
2020-01-06,asean,0
2020-01-06,filipino,0
2020-01-06,brazil,0
2020-01-06,sinopharm,0
2020-01-06,indonesia,0
2020-01-06,huang,0
2020-01-06,manila,0
2020-01-06,beijing,0
2020-01-06,wuhan,0
2020-01-06,chinese_embassy,0
2020-01-06,wang_yi,0
2020-01-06,hong_kong,0
2020-01-06,xinjiang,0
2020-01-06,huang_xilian,0
2020-01-06,sinovac,0
2020-01-06,xi_jinping,0
2020-01-06,us,0
2020-01-06,philippines,0
2020-01-06,chinese,0
2020-01-06,china,1
2020-01-06,the_south_china_sea,0
2020-01-06,duterte,0
2020-01-06,covax,0
2020-01-06,houston,0
2020-01-06,ilocos_norte,0
2020-01-06,foreign_ministry,0
2020-01-06,italy,0
2020-01-06,chile,0
2020-01-06,peru,0
2020-01-06,hungary,0
2020-01-06,cpc,0
2020-01-06,turkish,0
2020-01-06,asian,0
2020-01-06,tiktok,0
2020-01-06,simone,0
2020-01-06,filipinos,0
2020-01-06,hubei,0
2020-01-06,uk,0
2020-01-06,teodoro_locsin,0
2020-01-06,shanghai,0
2020-01-06,thailand,0
2020-01-06,uae,0
2020-01-06,doh,0
2020-01-06,american,0
2020-01-06,huawei,0
2020-01-06,mexico,0
2020-01-06,malaysia,0
2020-01-06,japan,0
2020-01-06,coronavirus,0
2020-01-06,english,0
2020-01-06,egypt,0
2020-01-07,sinovac_biotech_ltd,0
2020-01-07,donald_trump,0
2020-01-07,dfa,0
2020-01-07,italian,0
2020-01-07,joko_widodo,0
2020-01-07,un,0
2020-01-07,the_chinese_consulate,0
2020-01-07,fda,0
2020-01-07,chinese_new_year,0
2020-01-07,state,0
2020-01-07,uygur,0
2020-01-07,locsin,0
2020-01-07,the_chinese_new_year,0
2020-01-07,eu,0
2020-01-07,pakistan,0
2020-01-07,european,0
2020-01-07,pfizer,0
2020-01-07,western,0
2020-01-07,singapore,0
2020-01-07,rodrigo_duterte,0
2020-01-07,russia,0
2020-01-07,astrazeneca,0
2020-01-07,serbia,0
2020-01-07,brazilian,0
2020-01-07,the_national_health_commission,0
2020-01-07,zhong_nanshan,0
2020-01-07,washington,0
2020-01-07,zhou_youbin,0
2020-01-07,brics,0
2020-01-07,australia,0
2020-01-07,aiib,0
2020-01-07,taiwan,0
2020-01-07,nhc,0
2020-01-07,the_communist_party_of_china,0
2020-01-07,li_keqiang,0
2020-01-07,the_state_council,0
2020-01-07,the_united_arab_emirates,0
2020-01-07,america,0
2020-01-07,romana,0
2020-01-07,fdi,0
2020-01-07,colombia,0
2020-01-07,francisco_duque_iii,0
2020-01-07,china_international_import_expo,0
2020-01-07,americans,0
2020-01-07,cdc,0
2020-01-07,rcep,0
2020-01-07,bri,0
2020-01-07,argentina,0
2020-01-07,pilipinas,0
2020-01-07,npc,0
2020-01-07,morocco,0
2020-01-07,medical_center,0
2020-01-07,cold_war,0
2020-01-07,bbc,0
2020-01-07,indonesian,0
2020-01-07,cebu,0
2020-01-07,france,0
2020-01-07,serbian,0
2020-01-07,state_council_information_office,0
2020-01-07,laoag,0
2020-01-07,covax,0
2020-01-07,embassy,0
2020-01-07,chinese_state_councilor,0
2020-01-07,sinovac_biotech,0
2020-01-07,coronavac,0
2020-01-07,pompeo,0
2020-01-07,trump,0
2020-01-07,turkey,0
2020-01-07,asean,0
2020-01-07,filipino,0
2020-01-07,brazil,0
2020-01-07,sinopharm,0
2020-01-07,indonesia,0
2020-01-07,the_south_china_sea,0
2020-01-07,huang,0
2020-01-07,beijing,0
2020-01-07,wuhan,0
2020-01-07,chinese_embassy,0
2020-01-07,wang_yi,0
2020-01-07,hong_kong,0
2020-01-07,xinjiang,0
2020-01-07,huang_xilian,0
2020-01-07,sinovac,0
2020-01-07,xi_jinping,0
2020-01-07,us,0
2020-01-07,philippines,0
2020-01-07,chinese,0
2020-01-07,manila,0
2020-01-07,duterte,0
2020-01-07,china,0
2020-01-07,shanghai,0
2020-01-07,europe,0
2020-01-07,houston,0
2020-01-07,ilocos_norte,0
2020-01-07,foreign_ministry,0
2020-01-07,italy,0
2020-01-07,chile,0
2020-01-07,peru,0
2020-01-07,huawei,0
2020-01-07,hubei,0
2020-01-07,cpc,0
2020-01-07,turkish,0
2020-01-07,asian,0
2020-01-07,tiktok,0
2020-01-07,hungary,0
2020-01-07,filipinos,0
2020-01-07,simone,0
2020-01-07,uae,0
2020-01-07,doh,0
2020-01-07,american,0
2020-01-07,egypt,0
2020-01-07,mexico,0
2020-01-07,thailand,0
2020-01-07,japan,0
2020-01-07,coronavirus,0
2020-01-07,english,0
2020-01-07,uk,0
2020-01-07,teodoro_locsin,0
2020-01-07,malaysia,0
2020-01-08,donald_trump,0
2020-01-08,dfa,0
2020-01-08,italian,0
2020-01-08,joko_widodo,0
2020-01-08,un,0
2020-01-08,the_chinese_consulate,0
2020-01-08,fda,0
2020-01-08,chinese_new_year,0
2020-01-08,state,0
2020-01-08,uygur,0
2020-01-08,locsin,0
2020-01-08,sinovac_biotech_ltd,0
2020-01-08,rcep,0
2020-01-08,washington,0
2020-01-08,pakistan,0
2020-01-08,european,0
2020-01-08,pfizer,0
2020-01-08,western,0
2020-01-08,singapore,0
2020-01-08,rodrigo_duterte,0
2020-01-08,russia,0
2020-01-08,astrazeneca,0
2020-01-08,serbia,0
2020-01-08,brazilian,0
2020-01-08,the_national_health_commission,0
2020-01-08,the_chinese_new_year,0
2020-01-08,eu,0
2020-01-08,zhong_nanshan,0
2020-01-08,brics,0
2020-01-08,serbian,0
2020-01-08,state_council_information_office,0
2020-01-08,taiwan,0
2020-01-08,nhc,0
2020-01-08,the_communist_party_of_china,0
2020-01-08,li_keqiang,0
2020-01-08,the_state_council,0
2020-01-08,the_united_arab_emirates,0
2020-01-08,america,0
2020-01-08,romana,0
2020-01-08,fdi,0
2020-01-08,colombia,0
2020-01-08,francisco_duque_iii,0
2020-01-08,china_international_import_expo,0
2020-01-08,americans,0
2020-01-08,cdc,0
2020-01-08,bri,0
2020-01-08,argentina,0
2020-01-08,pilipinas,0
2020-01-08,npc,0
2020-01-08,morocco,0
2020-01-08,medical_center,0
2020-01-08,cold_war,0
2020-01-08,bbc,0
2020-01-08,indonesian,0
2020-01-08,cebu,0
2020-01-08,france,0
2020-01-08,australia,0
2020-01-08,zhou_youbin,0
2020-01-08,aiib,0
2020-01-08,laoag,0
2020-01-08,europe,0
2020-01-08,chinese_state_councilor,0
2020-01-08,sinovac_biotech,0
2020-01-08,coronavac,0
2020-01-08,pompeo,0
2020-01-08,trump,0
2020-01-08,turkey,0
2020-01-08,asean,0
2020-01-08,filipino,0
2020-01-08,brazil,0
2020-01-08,sinopharm,0
2020-01-08,indonesia,0
2020-01-08,huang,0
2020-01-08,embassy,0
2020-01-08,manila,0
2020-01-08,wuhan,0
2020-01-08,chinese_embassy,0
2020-01-08,wang_yi,0
2020-01-08,hong_kong,0
2020-01-08,xinjiang,0
2020-01-08,huang_xilian,0
2020-01-08,sinovac,0
2020-01-08,xi_jinping,0
2020-01-08,us,0
2020-01-08,philippines,0
2020-01-08,chinese,0
2020-01-08,china,0
2020-01-08,beijing,0
2020-01-08,the_south_china_sea,0
2020-01-08,covax,0
2020-01-08,huawei,0
2020-01-08,houston,0
2020-01-08,ilocos_norte,0
2020-01-08,foreign_ministry,0
2020-01-08,italy,0
2020-01-08,chile,0
2020-01-08,peru,0
2020-01-08,hungary,0
2020-01-08,duterte,0
2020-01-08,cpc,0
2020-01-08,turkish,0
2020-01-08,asian,0
2020-01-08,tiktok,0
2020-01-08,simone,0
2020-01-08,hubei,0
2020-01-08,teodoro_locsin,0
2020-01-08,filipinos,0
2020-01-08,thailand,0
2020-01-08,uae,0
2020-01-08,doh,0
2020-01-08,american,0
2020-01-08,egypt,0
2020-01-08,shanghai,0
2020-01-08,malaysia,0
2020-01-08,japan,0
2020-01-08,coronavirus,0
2020-01-08,english,0
2020-01-08,uk,0
2020-01-08,mexico,0
2020-01-09,donald_trump,0
2020-01-09,dfa,0
2020-01-09,italian,0
2020-01-09,joko_widodo,0
2020-01-09,un,0
2020-01-09,the_chinese_consulate,0
2020-01-09,fda,0
2020-01-09,chinese_new_year,0
2020-01-09,state,0
2020-01-09,uygur,0
2020-01-09,locsin,0
2020-01-09,sinovac_biotech_ltd,0
2020-01-09,rcep,0
2020-01-09,washington,0
2020-01-09,pakistan,0
2020-01-09,european,0
2020-01-09,pfizer,0
2020-01-09,western,0
2020-01-09,singapore,0
2020-01-09,rodrigo_duterte,0
2020-01-09,russia,0
2020-01-09,astrazeneca,0
2020-01-09,serbia,0
2020-01-09,brazilian,0
2020-01-09,the_national_health_commission,0
2020-01-09,the_chinese_new_year,0
2020-01-09,eu,0
2020-01-09,zhong_nanshan,0
2020-01-09,brics,0
2020-01-09,serbian,0
2020-01-09,state_council_information_office,0
2020-01-09,taiwan,0
2020-01-09,nhc,0
2020-01-09,the_communist_party_of_china,0
2020-01-09,li_keqiang,0
2020-01-09,the_state_council,0
2020-01-09,the_united_arab_emirates,0
2020-01-09,america,0
2020-01-09,romana,0
2020-01-09,fdi,0
2020-01-09,colombia,0
2020-01-09,francisco_duque_iii,0
2020-01-09,china_international_import_expo,0
2020-01-09,americans,0
2020-01-09,cdc,0
2020-01-09,bri,0
2020-01-09,argentina,0
2020-01-09,pilipinas,0
2020-01-09,npc,0
2020-01-09,morocco,0
2020-01-09,medical_center,0
2020-01-09,cold_war,0
2020-01-09,bbc,0
2020-01-09,indonesian,0
2020-01-09,cebu,0
2020-01-09,france,0
2020-01-09,australia,0
2020-01-09,zhou_youbin,0
2020-01-09,aiib,0
2020-01-09,laoag,0
2020-01-09,europe,0
2020-01-09,chinese_state_councilor,0
2020-01-09,sinovac_biotech,0
2020-01-09,coronavac,0
2020-01-09,pompeo,0
2020-01-09,trump,0
2020-01-09,turkey,0
2020-01-09,asean,0
2020-01-09,filipino,0
2020-01-09,brazil,0
2020-01-09,sinopharm,0
2020-01-09,indonesia,0
2020-01-09,manila,0
2020-01-09,embassy,0
2020-01-09,beijing,0
2020-01-09,chinese_embassy,0
2020-01-09,wang_yi,0
2020-01-09,hong_kong,0
2020-01-09,xinjiang,0
2020-01-09,huang_xilian,0
2020-01-09,sinovac,0
2020-01-09,xi_jinping,0
2020-01-09,us,0
2020-01-09,philippines,0
2020-01-09,chinese,0
2020-01-09,china,0
2020-01-09,covax,0
2020-01-09,wuhan,0
2020-01-09,the_south_china_sea,0
2020-01-09,huang,0
2020-01-09,huawei,0
2020-01-09,duterte,0
2020-01-09,ilocos_norte,0
2020-01-09,foreign_ministry,0
2020-01-09,italy,0
2020-01-09,chile,0
2020-01-09,peru,0
2020-01-09,hungary,0
2020-01-09,hubei,0
2020-01-09,cpc,0
2020-01-09,turkish,0
2020-01-09,asian,0
2020-01-09,tiktok,0
2020-01-09,simone,0
2020-01-09,filipinos,0
2020-01-09,houston,0
2020-01-09,shanghai,0
2020-01-09,teodoro_locsin,0
2020-01-09,thailand,0
2020-01-09,uae,0
2020-01-09,doh,0
2020-01-09,egypt,0
2020-01-09,american,0
2020-01-09,malaysia,0
2020-01-09,japan,0
2020-01-09,coronavirus,0
2020-01-09,english,0
2020-01-09,uk,0
2020-01-09,mexico,0
2020-01-10,un,0
2020-01-10,dfa,0
2020-01-10,italian,0
2020-01-10,joko_widodo,0
2020-01-10,locsin,0
2020-01-10,the_chinese_new_year,0
2020-01-10,the_chinese_consulate,0
2020-01-10,chinese_new_year,0
2020-01-10,state,0
2020-01-10,uygur,0
2020-01-10,donald_trump,0
2020-01-10,fda,0
2020-01-10,sinovac_biotech_ltd,0
2020-01-10,singapore,0
2020-01-10,washington,0
2020-01-10,pakistan,0
2020-01-10,european,0
2020-01-10,pfizer,0
2020-01-10,western,0
2020-01-10,rodrigo_duterte,0
2020-01-10,russia,0
2020-01-10,astrazeneca,0
2020-01-10,serbia,0
2020-01-10,brazilian,0
2020-01-10,the_national_health_commission,0
2020-01-10,rcep,0
2020-01-10,eu,0
2020-01-10,zhou_youbin,0
2020-01-10,state_council_information_office,0
2020-01-10,australia,0
2020-01-10,aiib,0
2020-01-10,taiwan,0
2020-01-10,nhc,0
2020-01-10,the_communist_party_of_china,0
2020-01-10,li_keqiang,0
2020-01-10,the_state_council,0
2020-01-10,the_united_arab_emirates,0
2020-01-10,america,0
2020-01-10,romana,0
2020-01-10,fdi,0
2020-01-10,colombia,0
2020-01-10,francisco_duque_iii,0
2020-01-10,china_international_import_expo,0
2020-01-10,americans,0
2020-01-10,cdc,0
2020-01-10,brics,0
2020-01-10,bri,0
2020-01-10,argentina,0
2020-01-10,pilipinas,0
2020-01-10,npc,0
2020-01-10,morocco,0
2020-01-10,medical_center,0
2020-01-10,cold_war,0
2020-01-10,bbc,0
2020-01-10,indonesian,0
2020-01-10,cebu,0
2020-01-10,france,0
2020-01-10,serbian,0
2020-01-10,laoag,0
2020-01-10,zhong_nanshan,0
2020-01-10,europe,0
2020-01-10,embassy,0
2020-01-10,chinese_state_councilor,0
2020-01-10,sinovac_biotech,0
2020-01-10,coronavac,0
2020-01-10,pompeo,0
2020-01-10,trump,0
2020-01-10,turkey,0
2020-01-10,asean,0
2020-01-10,filipino,0
2020-01-10,brazil,0
2020-01-10,sinopharm,0
2020-01-10,indonesia,0
2020-01-10,huang,0
2020-01-10,manila,0
2020-01-10,beijing,0
2020-01-10,wuhan,0
2020-01-10,chinese_embassy,0
2020-01-10,wang_yi,0
2020-01-10,hong_kong,0
2020-01-10,xinjiang,0
2020-01-10,huang_xilian,1
2020-01-10,sinovac,0
2020-01-10,xi_jinping,0
2020-01-10,us,0
2020-01-10,philippines,0
2020-01-10,chinese,1
2020-01-10,china,0
2020-01-10,the_south_china_sea,0
2020-01-10,duterte,0
2020-01-10,covax,0
2020-01-10,huawei,0
2020-01-10,houston,0
2020-01-10,ilocos_norte,0
2020-01-10,foreign_ministry,0
2020-01-10,italy,0
2020-01-10,chile,0
2020-01-10,peru,0
2020-01-10,hungary,0
2020-01-10,cpc,0
2020-01-10,turkish,0
2020-01-10,asian,0
2020-01-10,tiktok,0
2020-01-10,simone,0
2020-01-10,filipinos,0
2020-01-10,hubei,0
2020-01-10,uk,0
2020-01-10,teodoro_locsin,0
2020-01-10,thailand,0
2020-01-10,uae,0
2020-01-10,doh,0
2020-01-10,american,0
2020-01-10,egypt,0
2020-01-10,shanghai,0
2020-01-10,malaysia,0
2020-01-10,japan,0
2020-01-10,coronavirus,0
2020-01-10,english,0
2020-01-10,mexico,0
2020-01-11,dfa,0
2020-01-11,italian,0
2020-01-11,joko_widodo,0
2020-01-11,un,0
2020-01-11,locsin,0
2020-01-11,fda,0
2020-01-11,state,0
2020-01-11,chinese_new_year,0
2020-01-11,uygur,0
2020-01-11,the_chinese_new_year,0
2020-01-11,zhong_nanshan,0
2020-01-11,the_chinese_consulate,0
2020-01-11,donald_trump,0
2020-01-11,eu,0
2020-01-11,washington,0
2020-01-11,pakistan,0
2020-01-11,european,0
2020-01-11,pfizer,0
2020-01-11,western,0
2020-01-11,singapore,0
2020-01-11,rodrigo_duterte,0
2020-01-11,russia,0
2020-01-11,astrazeneca,0
2020-01-11,serbia,0
2020-01-11,brazilian,0
2020-01-11,the_national_health_commission,0
2020-01-11,zhou_youbin,0
2020-01-11,sinovac_biotech_ltd,0
2020-01-11,serbian,0
2020-01-11,cdc,0
2020-01-11,france,0
2020-01-11,aiib,0
2020-01-11,taiwan,0
2020-01-11,nhc,0
2020-01-11,the_communist_party_of_china,0
2020-01-11,li_keqiang,0
2020-01-11,the_state_council,0
2020-01-11,the_united_arab_emirates,0
2020-01-11,america,0
2020-01-11,romana,0
2020-01-11,fdi,0
2020-01-11,colombia,0
2020-01-11,francisco_duque_iii,0
2020-01-11,australia,0
2020-01-11,china_international_import_expo,0
2020-01-11,rcep,0
2020-01-11,brics,0
2020-01-11,bri,0
2020-01-11,argentina,0
2020-01-11,pilipinas,0
2020-01-11,npc,0
2020-01-11,morocco,0
